N,Sample,DM,CP,Ash,aNDForm,ADICP,NDICP,SP,A2,B1,B2,C,A,B,kd,ERD6,Block,Column,Row,Position,Treatment,merged,Location,Year,Env,DM_201,CP_201,Ash_201,aNDForm_201,ADICP_201,NDICP_201,SP_201,A2_201,B1_201,B2_201,C_201,A_201,B_201,kd_201,ERD6_201,DM_202,CP_202,Ash_202,aNDForm_202,ADICP_202,NDICP_202,SP_202,A2_202,B1_202,B2_202,C_202,A_202,B_202,kd_202,ERD6_202
1006,193 sw5213,93.608,16.653,8.689,41.171,1.347,2.169,8.179,48.959,38.622,4.493,7.787,14.837,77.312,0.049,47.17,2,8,2,16,193,OR_2020,OR,2020,OR_2020,93.417,15.675,7.581,43.462,1.29,2.107,7.863,50.842,37.193,4.369,7.822,14.37,77.779,0.054,51.653,93.478,16.662,7.903,39.368,1.264,1.913,8.89,53.012,35.49,3.939,7.197,12.006,80.738,0.047,48.534
1007,194 SW4351,93.645,18.812,8.229,38.092,1.154,1.763,10.54,54.806,35.45,3.296,6.153,12.3,81.681,0.046,47.873,9,9,2,18,194,OR_2020,OR,2020,OR_2020,94.039,16.206,6.839,39.371,1.188,1.823,8.39,52.041,36.938,3.714,7.135,12.563,80.367,0.052,50.943,93.359,18.922,8.289,37.843,1.356,2.213,9.661,50.574,36.764,4.35,7.167,13.511,79.28,0.04,46.317
1008,195 54Q14,93.555,17.499,9.4,39.527,1.343,2.14,8.851,49.117,38.713,4.054,7.249,14.986,77.607,0.044,48.505,3,7,1,13,195,OR_2020,OR,2020,OR_2020,94.205,15.199,7.135,42.098,1.19,1.766,7.808,51.657,37.129,3.61,7.317,12.446,80.139,0.055,51.17,93.618,16.95,8.385,41.015,1.292,2.041,8.671,50.627,37.62,4.037,7.294,13.987,78.712,0.046,46.852
1009,196 55V50,93.498,16.734,7.015,42.533,1.222,1.865,7.559,46.815,42.295,3.771,7.253,15.994,76.795,0.051,50.587,9,3,1,5,196,OR_2020,OR,2020,OR_2020,94.039,16.206,6.839,39.371,1.188,1.823,8.39,52.041,36.938,3.714,7.135,12.563,80.367,0.052,50.943,93.359,18.922,8.289,37.843,1.356,2.213,9.661,50.574,36.764,4.35,7.167,13.511,79.28,0.04,46.317
1010,197 5472,93.672,15.555,7.126,43.232,1.256,2.02,7.783,50.712,37.668,4.108,7.594,14.163,78.335,0.053,49.647,4,1,2,2,197,OR_2020,OR,2020,OR_2020,93.566,16.733,7.643,42.973,1.282,1.998,8.491,50.331,37.849,3.72,7.328,14.542,78.201,0.045,48.799,93.363,17.36,7.403,41.137,1.202,1.851,8.466,49.8,39.155,3.557,6.86,15.033,78.141,0.044,47.666
1011,198 SW4107,93.45,17.8,7.634,40.518,1.279,2.078,9.081,50.826,36.96,4.156,7.163,13.872,79.019,0.045,48.246,11,6,1,11,198,OR_2020,OR,2020,OR_2020,93.562,17.803,7.399,40.033,1.219,1.993,8.715,50.002,38.618,3.929,7.149,13.991,78.994,0.053,50.885,93.702,19.098,7.708,35.234,1.119,1.743,9.529,49.434,40.788,3.318,5.863,14.294,79.863,0.055,52.616
1012,2 170543,93.609,16.053,7.364,38.641,1.265,2.073,8.078,51.359,36.627,4.605,7.647,12.653,79.724,0.052,50.025,11,1,1,1,2,OR_2020,OR,2020,OR_2020,93.562,17.803,7.399,40.033,1.219,1.993,8.715,50.002,38.618,3.929,7.149,13.991,78.994,0.053,50.885,93.702,19.098,7.708,35.234,1.119,1.743,9.529,49.434,40.788,3.318,5.863,14.294,79.863,0.055,52.616
1013,20 502481,93.399,18.201,7.291,39.939,1.3,2.214,8.987,49.653,38.576,4.698,7.331,14.881,77.96,0.046,49.761,7,10,2,20,20,OR_2020,OR,2020,OR_2020,93.146,20.555,8.65,35.532,1.285,2.194,10.112,48.094,40.073,4.448,6.753,15.154,78.095,0.046,47.306,93.591,18.136,8.306,35.503,1.2,1.796,9.486,51.952,37.699,3.644,6.541,13.082,80.357,0.05,51.309
1014,21 502482,93.502,16.658,7.83,42.176,1.391,2.288,8.173,49.943,37.198,4.898,8.206,14.479,77.411,0.047,47.96,2,6,2,12,21,OR_2020,OR,2020,OR_2020,93.417,15.675,7.581,43.462,1.29,2.107,7.863,50.842,37.193,4.369,7.822,14.37,77.779,0.054,51.653,93.478,16.662,7.903,39.368,1.264,1.913,8.89,53.012,35.49,3.939,7.197,12.006,80.738,0.047,48.534
1015,22 502484,93.792,17.398,6.618,39.334,1.131,1.846,8.694,50.393,39.14,3.699,6.582,14.021,79.553,0.051,51.532,5,4,1,7,22,OR_2020,OR,2020,OR_2020,93.242,17.245,6.806,39.252,1.238,2.051,8.976,52.231,36.236,4.086,7.01,13.308,79.704,0.046,48.92,93.409,18.889,6.997,35.355,1.171,1.914,10.283,54.029,35.218,3.898,6.261,11.351,82.355,0.053,50.358
1016,23 502485,93.401,17.815,6.789,39.427,1.197,1.941,9.175,51.916,37.533,4.033,6.882,12.649,80.486,0.052,50.56,9,8,1,15,23,OR_2020,OR,2020,OR_2020,94.039,16.206,6.839,39.371,1.188,1.823,8.39,52.041,36.938,3.714,7.135,12.563,80.367,0.052,50.943,93.359,18.922,8.289,37.843,1.356,2.213,9.661,50.574,36.764,4.35,7.167,13.511,79.28,0.04,46.317
1017,24 502646,93.453,15.819,7.13,38.937,1.196,1.912,8.43,53.642,34.76,4.222,7.343,11.444,81.3,0.053,50.535,7,7,2,14,24,OR_2020,OR,2020,OR_2020,93.146,20.555,8.65,35.532,1.285,2.194,10.112,48.094,40.073,4.448,6.753,15.154,78.095,0.046,47.306,93.591,18.136,8.306,35.503,1.2,1.796,9.486,51.952,37.699,3.644,6.541,13.082,80.357,0.05,51.309
1018,25 516791,93.163,17.938,7.897,37.51,1.255,2.17,10.164,56.097,32.661,4.464,7.15,11.9,80.91,0.055,50.31,2,3,2,6,25,OR_2020,OR,2020,OR_2020,93.417,15.675,7.581,43.462,1.29,2.107,7.863,50.842,37.193,4.369,7.822,14.37,77.779,0.054,51.653,93.478,16.662,7.903,39.368,1.264,1.913,8.89,53.012,35.49,3.939,7.197,12.006,80.738,0.047,48.534
1019,26 502472,93.335,17.148,7.467,42.041,1.289,2.064,8.516,49.873,38.396,4.23,7.496,15.021,77.754,0.045,48.115,11,4,2,8,26,OR_2020,OR,2020,OR_2020,93.562,17.803,7.399,40.033,1.219,1.993,8.715,50.002,38.618,3.929,7.149,13.991,78.994,0.053,50.885,93.702,19.098,7.708,35.234,1.119,1.743,9.529,49.434,40.788,3.318,5.863,14.294,79.863,0.055,52.616
1020,27 499540,93.824,15.626,6.618,39.954,1.16,1.822,8.504,55.262,33.778,3.756,7.013,10.686,82.362,0.054,50.973,2,8,1,15,27,OR_2020,OR,2020,OR_2020,93.417,15.675,7.581,43.462,1.29,2.107,7.863,50.842,37.193,4.369,7.822,14.37,77.779,0.054,51.653,93.478,16.662,7.903,39.368,1.264,1.913,8.89,53.012,35.49,3.939,7.197,12.006,80.738,0.047,48.534
1021,28 499659,93.304,18.058,7.218,43.44,1.341,2.097,8.552,47.457,40.744,4.189,7.563,16.11,76.379,0.045,48.905,5,10,1,19,28,OR_2020,OR,2020,OR_2020,93.242,17.245,6.806,39.252,1.238,2.051,8.976,52.231,36.236,4.086,7.01,13.308,79.704,0.046,48.92,93.409,18.889,6.997,35.355,1.171,1.914,10.283,54.029,35.218,3.898,6.261,11.351,82.355,0.053,50.358
1022,29 499660,93.537,18.174,7.324,39.084,1.204,1.976,9.364,51.447,37.856,3.877,6.702,13.835,79.62,0.047,50.47,5,7,1,13,29,OR_2020,OR,2020,OR_2020,93.242,17.245,6.806,39.252,1.238,2.051,8.976,52.231,36.236,4.086,7.01,13.308,79.704,0.046,48.92,93.409,18.889,6.997,35.355,1.171,1.914,10.283,54.029,35.218,3.898,6.261,11.351,82.355,0.053,50.358
1023,3 173738,93.559,15.904,7.68,41.317,1.275,2.015,8.039,51.443,36.871,4.071,7.661,13.543,78.831,0.049,50.842,6,9,2,18,3,OR_2020,OR,2020,OR_2020,93.911,16.431,6.745,41.522,1.256,1.957,8.913,53.547,34.564,3.9,7.329,12.123,80.751,0.051,49.842,93.32,20.271,8.836,39.23,1.319,2.006,9.266,43.778,46.112,3.758,6.716,18.587,74.699,0.035,46.27
1024,30 502460,93.308,16.599,7.352,40.733,1.32,2.101,9.248,55.231,32.66,4.366,7.754,12.184,80.13,0.044,48.309,9,4,2,8,30,OR_2020,OR,2020,OR_2020,94.039,16.206,6.839,39.371,1.188,1.823,8.39,52.041,36.938,3.714,7.135,12.563,80.367,0.052,50.943,93.359,18.922,8.289,37.843,1.356,2.213,9.661,50.574,36.764,4.35,7.167,13.511,79.28,0.04,46.317
1025,31 467964,93.522,16.217,6.942,39.818,1.144,1.772,8.524,52.906,36.41,3.714,6.997,12.085,80.887,0.056,50.469,7,3,1,5,31,OR_2020,OR,2020,OR_2020,93.146,20.555,8.65,35.532,1.285,2.194,10.112,48.094,40.073,4.448,6.753,15.154,78.095,0.046,47.306,93.591,18.136,8.306,35.503,1.2,1.796,9.486,51.952,37.699,3.644,6.541,13.082,80.357,0.05,51.309
1026,32 467969,93.794,16.113,7.451,39.581,1.196,1.864,8.813,54.346,34.302,3.932,7.142,11.385,81.557,0.055,50.305,10,10,1,19,32,OR_2020,OR,2020,OR_2020,93.421,18.106,7.458,38.039,1.286,2.247,10.164,54.724,32.845,4.592,7.193,11.501,81.369,0.051,48.106,93.265,17.523,7.336,41.353,1.262,1.848,8.166,48.765,40.061,3.587,7.214,15.342,77.419,0.042,49.625
1027,33 467978,93.496,18.426,7.302,34.476,1.069,1.777,10.14,54.474,35.818,3.628,5.857,11.303,82.834,0.053,49.824,9,7,1,13,33,OR_2020,OR,2020,OR_2020,94.039,16.206,6.839,39.371,1.188,1.823,8.39,52.041,36.938,3.714,7.135,12.563,80.367,0.052,50.943,93.359,18.922,8.289,37.843,1.356,2.213,9.661,50.574,36.764,4.35,7.167,13.511,79.28,0.04,46.317
1028,34 quail,93.557,16.086,8.195,41.001,1.29,2.132,9.041,55.324,32.287,4.449,7.478,11.783,80.788,0.049,48.316,1,1,1,1,34,OR_2020,OR,2020,OR_2020,93.824,15.307,7.273,39.355,1.159,1.852,8.57,54.697,34.63,3.731,7.06,11.534,81.474,0.054,49.538,93.64,15.766,7.897,40.439,1.187,1.889,8.168,52.552,36.397,3.929,7.113,12.82,80.03,0.056,52.037
1029,35 468005,93.517,18.999,8.607,33.919,1.113,1.733,10.448,53.875,36.868,3.283,5.796,12.958,81.321,0.06,52.068,11,10,2,20,35,OR_2020,OR,2020,OR_2020,93.562,17.803,7.399,40.033,1.219,1.993,8.715,50.002,38.618,3.929,7.149,13.991,78.994,0.053,50.885,93.702,19.098,7.708,35.234,1.119,1.743,9.529,49.434,40.788,3.318,5.863,14.294,79.863,0.055,52.616
1030,36 468010,93.229,17.388,7.844,40.671,1.329,2.143,8.572,49.988,37.707,4.482,7.704,14.031,78.246,0.05,49.134,8,2,1,3,36,OR_2020,OR,2020,OR_2020,93.299,18.246,8.003,43.025,1.527,2.565,9.384,50.556,34.979,5.294,8.591,13.494,77.964,0.039,43.341,93.757,16.297,7.157,40.418,1.181,1.689,8.105,50.639,39.204,3.492,6.941,13.649,79.421,0.052,50.908
1031,37 468011,93.735,16.887,7.781,39.08,1.175,1.89,9.387,54.097,36.01,3.693,6.856,12.215,80.876,0.055,50.446,3,2,2,4,37,OR_2020,OR,2020,OR_2020,94.205,15.199,7.135,42.098,1.19,1.766,7.808,51.657,37.129,3.61,7.317,12.446,80.139,0.055,51.17,93.618,16.95,8.385,41.015,1.292,2.041,8.671,50.627,37.62,4.037,7.294,13.987,78.712,0.046,46.852
1032,38 468013,94.043,15.636,6.626,40.669,1.207,1.966,8.386,53.632,34.456,4.217,7.33,11.451,81.252,0.054,50.648,5,10,2,20,38,OR_2020,OR,2020,OR_2020,93.242,17.245,6.806,39.252,1.238,2.051,8.976,52.231,36.236,4.086,7.01,13.308,79.704,0.046,48.92,93.409,18.889,6.997,35.355,1.171,1.914,10.283,54.029,35.218,3.898,6.261,11.351,82.355,0.053,50.358
1033,39 468055,93.896,17.195,7.941,40.962,1.19,1.842,9.244,53.283,35.576,3.567,6.822,12.384,80.876,0.048,48.742,5,9,2,18,39,OR_2020,OR,2020,OR_2020,93.242,17.245,6.806,39.252,1.238,2.051,8.976,52.231,36.236,4.086,7.01,13.308,79.704,0.046,48.92,93.409,18.889,6.997,35.355,1.171,1.914,10.283,54.029,35.218,3.898,6.261,11.351,82.355,0.053,50.358
1034,4 172982,93.637,17.837,8.023,38.248,1.278,2.206,9.983,54.284,33.527,4.502,7.094,11.573,81.511,0.05,47.64,3,10,1,19,4,OR_2020,OR,2020,OR_2020,94.205,15.199,7.135,42.098,1.19,1.766,7.808,51.657,37.129,3.61,7.317,12.446,80.139,0.055,51.17,93.618,16.95,8.385,41.015,1.292,2.041,8.671,50.627,37.62,4.037,7.294,13.987,78.712,0.046,46.852
1035,40 468056,93.812,16.252,8.308,40.091,1.202,1.847,8.069,49.535,39.771,3.875,7.206,14.232,78.758,0.058,51.829,2,4,2,8,40,OR_2020,OR,2020,OR_2020,93.417,15.675,7.581,43.462,1.29,2.107,7.863,50.842,37.193,4.369,7.822,14.37,77.779,0.054,51.653,93.478,16.662,7.903,39.368,1.264,1.913,8.89,53.012,35.49,3.939,7.197,12.006,80.738,0.047,48.534
1036,41 486130,93.363,16.12,7.115,41.08,1.287,2.12,9.068,55.854,31.842,4.269,7.528,11.942,80.463,0.053,49.831,5,9,1,17,41,OR_2020,OR,2020,OR_2020,93.242,17.245,6.806,39.252,1.238,2.051,8.976,52.231,36.236,4.086,7.01,13.308,79.704,0.046,48.92,93.409,18.889,6.997,35.355,1.171,1.914,10.283,54.029,35.218,3.898,6.261,11.351,82.355,0.053,50.358
1037,42 467983,93.447,15.822,6.662,44.379,1.219,1.833,7.265,48.152,40.369,3.636,7.395,15.9,76.822,0.046,49.808,11,6,2,12,42,OR_2020,OR,2020,OR_2020,93.562,17.803,7.399,40.033,1.219,1.993,8.715,50.002,38.618,3.929,7.149,13.991,78.994,0.053,50.885,93.702,19.098,7.708,35.234,1.119,1.743,9.529,49.434,40.788,3.318,5.863,14.294,79.863,0.055,52.616
1038,43 467979,93.746,18.41,7.197,39.014,1.187,1.967,8.915,48.161,40.967,3.969,6.64,15.276,78.298,0.051,49.48,11,7,1,13,43,OR_2020,OR,2020,OR_2020,93.562,17.803,7.399,40.033,1.219,1.993,8.715,50.002,38.618,3.929,7.149,13.991,78.994,0.053,50.885,93.702,19.098,7.708,35.234,1.119,1.743,9.529,49.434,40.788,3.318,5.863,14.294,79.863,0.055,52.616
1039,44 LEGEND,93.91,17.394,7.293,38.562,1.144,1.727,8.296,48.675,41.589,3.45,6.632,14.346,79.076,0.052,52.52,4,5,2,10,44,OR_2020,OR,2020,OR_2020,93.566,16.733,7.643,42.973,1.282,1.998,8.491,50.331,37.849,3.72,7.328,14.542,78.201,0.045,48.799,93.363,17.36,7.403,41.137,1.202,1.851,8.466,49.8,39.155,3.557,6.86,15.033,78.141,0.044,47.666
1040,45 502463,93.293,18.777,8.28,38.187,1.264,2.195,9.42,49.456,38.971,4.41,7.024,15.037,78.126,0.048,49.194,10,3,2,6,45,OR_2020,OR,2020,OR_2020,93.421,18.106,7.458,38.039,1.286,2.247,10.164,54.724,32.845,4.592,7.193,11.501,81.369,0.051,48.106,93.265,17.523,7.336,41.353,1.262,1.848,8.166,48.765,40.061,3.587,7.214,15.342,77.419,0.042,49.625
1041,46 499546,94.017,15.485,7.168,45.879,1.261,1.816,7.506,50.04,38.541,3.6,7.725,13.97,78.447,0.047,48.383,1,9,1,17,46,OR_2020,OR,2020,OR_2020,93.824,15.307,7.273,39.355,1.159,1.852,8.57,54.697,34.63,3.731,7.06,11.534,81.474,0.054,49.538,93.64,15.766,7.897,40.439,1.187,1.889,8.168,52.552,36.397,3.929,7.113,12.82,80.03,0.056,52.037
1042,47 502424,93.629,16.594,6.564,39.137,1.196,1.839,9.16,54.661,34.647,3.717,6.943,11.791,81.32,0.05,49.599,4,10,1,19,47,OR_2020,OR,2020,OR_2020,93.566,16.733,7.643,42.973,1.282,1.998,8.491,50.331,37.849,3.72,7.328,14.542,78.201,0.045,48.799,93.363,17.36,7.403,41.137,1.202,1.851,8.466,49.8,39.155,3.557,6.86,15.033,78.141,0.044,47.666
1043,48 502462,93.885,14.343,7.692,42.952,1.222,1.886,7.303,51.535,37.028,3.983,7.696,13.508,78.813,0.059,52.5,1,4,2,8,48,OR_2020,OR,2020,OR_2020,93.824,15.307,7.273,39.355,1.159,1.852,8.57,54.697,34.63,3.731,7.06,11.534,81.474,0.054,49.538,93.64,15.766,7.897,40.439,1.187,1.889,8.168,52.552,36.397,3.929,7.113,12.82,80.03,0.056,52.037
1044,49 467963,93.921,16.951,7.578,39.815,1.257,2.068,8.623,50.706,37.604,4.199,7.102,14.238,78.623,0.046,49.55,4,2,2,4,49,OR_2020,OR,2020,OR_2020,93.566,16.733,7.643,42.973,1.282,1.998,8.491,50.331,37.849,3.72,7.328,14.542,78.201,0.045,48.799,93.363,17.36,7.403,41.137,1.202,1.851,8.466,49.8,39.155,3.557,6.86,15.033,78.141,0.044,47.666
1045,5 171720,93.606,16.806,6.97,39.511,1.115,1.776,8.326,50.865,39.078,3.429,6.576,14.018,79.439,0.052,52.127,11,2,2,4,5,OR_2020,OR,2020,OR_2020,93.562,17.803,7.399,40.033,1.219,1.993,8.715,50.002,38.618,3.929,7.149,13.991,78.994,0.053,50.885,93.702,19.098,7.708,35.234,1.119,1.743,9.529,49.434,40.788,3.318,5.863,14.294,79.863,0.055,52.616
1046,50 467966,93.502,18.469,7.931,36.801,1.232,2.003,8.913,48.444,40.837,4.165,6.872,15.17,77.964,0.048,50.483,5,5,2,10,50,OR_2020,OR,2020,OR_2020,93.242,17.245,6.806,39.252,1.238,2.051,8.976,52.231,36.236,4.086,7.01,13.308,79.704,0.046,48.92,93.409,18.889,6.997,35.355,1.171,1.914,10.283,54.029,35.218,3.898,6.261,11.351,82.355,0.053,50.358
1047,51 491398,93.663,14.892,6.797,41.446,1.273,2.181,7.28,50.003,37.662,4.83,7.955,14.04,78.102,0.058,53.436,2,10,2,20,51,OR_2020,OR,2020,OR_2020,93.417,15.675,7.581,43.462,1.29,2.107,7.863,50.842,37.193,4.369,7.822,14.37,77.779,0.054,51.653,93.478,16.662,7.903,39.368,1.264,1.913,8.89,53.012,35.49,3.939,7.197,12.006,80.738,0.047,48.534
1048,52 491406,93.478,18.196,7.318,39.215,1.28,2.126,9.996,54.499,33.771,4.3,7.051,11.772,81.211,0.05,48.62,9,10,1,19,52,OR_2020,OR,2020,OR_2020,94.039,16.206,6.839,39.371,1.188,1.823,8.39,52.041,36.938,3.714,7.135,12.563,80.367,0.052,50.943,93.359,18.922,8.289,37.843,1.356,2.213,9.661,50.574,36.764,4.35,7.167,13.511,79.28,0.04,46.317
1049,53 494658,93.375,18.496,7.494,37.348,1.267,2.112,9.411,50.792,37.486,4.535,7.029,13.316,79.718,0.046,48.244,11,5,1,9,53,OR_2020,OR,2020,OR_2020,93.562,17.803,7.399,40.033,1.219,1.993,8.715,50.002,38.618,3.929,7.149,13.991,78.994,0.053,50.885,93.702,19.098,7.708,35.234,1.119,1.743,9.529,49.434,40.788,3.318,5.863,14.294,79.863,0.055,52.616
1050,54 340117,93.35,16.935,8.548,38.296,1.346,2.335,8.66,50.583,35.991,4.808,7.752,13.59,78.679,0.049,46.149,3,8,1,15,54,OR_2020,OR,2020,OR_2020,94.205,15.199,7.135,42.098,1.19,1.766,7.808,51.657,37.129,3.61,7.317,12.446,80.139,0.055,51.17,93.618,16.95,8.385,41.015,1.292,2.041,8.671,50.627,37.62,4.037,7.294,13.987,78.712,0.046,46.852
1051,55 340116,93.399,15.353,7.25,40.048,1.372,2.294,7.656,50.523,36.531,5.234,8.29,13.958,77.881,0.051,47.845,1,2,2,4,55,OR_2020,OR,2020,OR_2020,93.824,15.307,7.273,39.355,1.159,1.852,8.57,54.697,34.63,3.731,7.06,11.534,81.474,0.054,49.538,93.64,15.766,7.897,40.439,1.187,1.889,8.168,52.552,36.397,3.929,7.113,12.82,80.03,0.056,52.037
1052,56 340114,93.81,19.467,8.149,38.333,1.286,2.345,9.764,48.566,39.668,4.706,6.873,15.083,78.221,0.041,46.801,8,9,1,17,56,OR_2020,OR,2020,OR_2020,93.299,18.246,8.003,43.025,1.527,2.565,9.384,50.556,34.979,5.294,8.591,13.494,77.964,0.039,43.341,93.757,16.297,7.157,40.418,1.181,1.689,8.105,50.639,39.204,3.492,6.941,13.649,79.421,0.052,50.908
1053,57 452479,93.381,18.366,7.56,41.194,1.282,2.042,8.803,47.716,40.945,4.167,7.156,15.487,77.467,0.05,48.912,8,8,1,15,57,OR_2020,OR,2020,OR_2020,93.299,18.246,8.003,43.025,1.527,2.565,9.384,50.556,34.979,5.294,8.591,13.494,77.964,0.039,43.341,93.757,16.297,7.157,40.418,1.181,1.689,8.105,50.639,39.204,3.492,6.941,13.649,79.421,0.052,50.908
1054,58 277882,93.596,16.402,7.212,37.59,1.149,1.923,8.97,53.921,35.368,4.144,7.022,12.166,80.902,0.058,51.74,8,1,1,1,58,OR_2020,OR,2020,OR_2020,93.299,18.246,8.003,43.025,1.527,2.565,9.384,50.556,34.979,5.294,8.591,13.494,77.964,0.039,43.341,93.757,16.297,7.157,40.418,1.181,1.689,8.105,50.639,39.204,3.492,6.941,13.649,79.421,0.052,50.908
1055,59 278705,93.51,18.425,7.688,34.539,1.118,1.927,10.268,55.166,34.707,3.989,6.085,11.782,82.231,0.05,48.275,2,7,1,13,59,OR_2020,OR,2020,OR_2020,93.417,15.675,7.581,43.462,1.29,2.107,7.863,50.842,37.193,4.369,7.822,14.37,77.779,0.054,51.653,93.478,16.662,7.903,39.368,1.264,1.913,8.89,53.012,35.49,3.939,7.197,12.006,80.738,0.047,48.534
1056,6 170535,93.358,16.933,7.272,40.586,1.244,2.028,8.595,51.11,37.297,4.195,7.368,13.469,79.287,0.05,49.028,10,2,2,4,6,OR_2020,OR,2020,OR_2020,93.421,18.106,7.458,38.039,1.286,2.247,10.164,54.724,32.845,4.592,7.193,11.501,81.369,0.051,48.106,93.265,17.523,7.336,41.353,1.262,1.848,8.166,48.765,40.061,3.587,7.214,15.342,77.419,0.042,49.625
1057,60 262544,93.189,16.28,7.263,41.184,1.312,2.195,8.411,51.499,35.93,4.521,7.78,13.78,78.393,0.048,49.601,6,2,1,3,60,OR_2020,OR,2020,OR_2020,93.911,16.431,6.745,41.522,1.256,1.957,8.913,53.547,34.564,3.9,7.329,12.123,80.751,0.051,49.842,93.32,20.271,8.836,39.23,1.319,2.006,9.266,43.778,46.112,3.758,6.716,18.587,74.699,0.035,46.27
1058,61 AB1700,93.337,18.175,8.551,36.799,1.177,1.87,10.341,55.3,34.546,3.695,6.542,11.853,81.606,0.056,49.587,8,10,1,19,61,OR_2020,OR,2020,OR_2020,93.299,18.246,8.003,43.025,1.527,2.565,9.384,50.556,34.979,5.294,8.591,13.494,77.964,0.039,43.341,93.757,16.297,7.157,40.418,1.181,1.689,8.105,50.639,39.204,3.492,6.941,13.649,79.421,0.052,50.908
1059,62 253950,92.71,19.213,7.929,41.307,1.591,2.854,9.176,48.792,35.905,6.099,8.941,15.352,75.705,0.04,44.724,5,6,2,12,62,OR_2020,OR,2020,OR_2020,93.242,17.245,6.806,39.252,1.238,2.051,8.976,52.231,36.236,4.086,7.01,13.308,79.704,0.046,48.92,93.409,18.889,6.997,35.355,1.171,1.914,10.283,54.029,35.218,3.898,6.261,11.351,82.355,0.053,50.358
1060,63 244317,93.381,17.033,7.134,38.17,1.188,1.948,8.819,51.77,37.305,4.111,6.933,13.282,79.778,0.051,50.241,4,4,2,8,63,OR_2020,OR,2020,OR_2020,93.566,16.733,7.643,42.973,1.282,1.998,8.491,50.331,37.849,3.72,7.328,14.542,78.201,0.045,48.799,93.363,17.36,7.403,41.137,1.202,1.851,8.466,49.8,39.155,3.557,6.86,15.033,78.141,0.044,47.666
1061,64 217419,93.473,20.729,7.851,31.926,1.164,2.057,11.621,55.45,34.393,4.261,5.833,11.089,83.106,0.049,47.28,9,2,1,3,64,OR_2020,OR,2020,OR_2020,94.039,16.206,6.839,39.371,1.188,1.823,8.39,52.041,36.938,3.714,7.135,12.563,80.367,0.052,50.943,93.359,18.922,8.289,37.843,1.356,2.213,9.661,50.574,36.764,4.35,7.167,13.511,79.28,0.04,46.317
1062,67 206110,93.881,17.164,7.254,36.848,1.133,1.883,8.205,48.964,40.515,3.827,6.505,14.592,78.894,0.05,50.651,4,9,2,18,67,OR_2020,OR,2020,OR_2020,93.566,16.733,7.643,42.973,1.282,1.998,8.491,50.331,37.849,3.72,7.328,14.542,78.201,0.045,48.799,93.363,17.36,7.403,41.137,1.202,1.851,8.466,49.8,39.155,3.557,6.86,15.033,78.141,0.044,47.666
1063,68 204593,93.201,16.092,7.021,41.184,1.306,1.933,8.178,51.998,36.548,4.044,7.752,13.136,79.142,0.047,49.866,9,3,2,6,68,OR_2020,OR,2020,OR_2020,94.039,16.206,6.839,39.371,1.188,1.823,8.39,52.041,36.938,3.714,7.135,12.563,80.367,0.052,50.943,93.359,18.922,8.289,37.843,1.356,2.213,9.661,50.574,36.764,4.35,7.167,13.511,79.28,0.04,46.317
1064,69 204591,93.631,16.253,8.228,44.371,1.385,2.203,7.654,47.639,39.27,4.376,8.096,16.103,75.847,0.045,47.904,6,10,2,20,69,OR_2020,OR,2020,OR_2020,93.911,16.431,6.745,41.522,1.256,1.957,8.913,53.547,34.564,3.9,7.329,12.123,80.751,0.051,49.842,93.32,20.271,8.836,39.23,1.319,2.006,9.266,43.778,46.112,3.758,6.716,18.587,74.699,0.035,46.27
1066,7 467962,93.2,20.287,8.356,33.809,1.204,1.958,10.701,51.491,38.585,3.996,6.381,12.813,80.961,0.051,48.701,10,9,2,18,7,OR_2020,OR,2020,OR_2020,93.421,18.106,7.458,38.039,1.286,2.247,10.164,54.724,32.845,4.592,7.193,11.501,81.369,0.051,48.106,93.265,17.523,7.336,41.353,1.262,1.848,8.166,48.765,40.061,3.587,7.214,15.342,77.419,0.042,49.625
1067,70 183695,93.476,15.785,6.994,43.298,1.299,2.07,7.45,49.117,38.509,4.437,7.925,14.737,77.375,0.051,49.521,7,4,1,7,70,OR_2020,OR,2020,OR_2020,93.146,20.555,8.65,35.532,1.285,2.194,10.112,48.094,40.073,4.448,6.753,15.154,78.095,0.046,47.306,93.591,18.136,8.306,35.503,1.2,1.796,9.486,51.952,37.699,3.644,6.541,13.082,80.357,0.05,51.309
1068,71 182241,93.45,17.142,6.663,42.556,1.25,2.007,8.19,48.954,39.257,4.057,7.336,14.465,78.434,0.048,49.045,5,8,2,16,71,OR_2020,OR,2020,OR_2020,93.242,17.245,6.806,39.252,1.238,2.051,8.976,52.231,36.236,4.086,7.01,13.308,79.704,0.046,48.92,93.409,18.889,6.997,35.355,1.171,1.914,10.283,54.029,35.218,3.898,6.261,11.351,82.355,0.053,50.358
1069,72 182238,93.896,15.955,6.345,43.704,1.269,1.874,8.125,51.707,36.494,3.813,7.621,13.034,79.406,0.048,49.988,8,5,2,10,72,OR_2020,OR,2020,OR_2020,93.299,18.246,8.003,43.025,1.527,2.565,9.384,50.556,34.979,5.294,8.591,13.494,77.964,0.039,43.341,93.757,16.297,7.157,40.418,1.181,1.689,8.105,50.639,39.204,3.492,6.941,13.649,79.421,0.052,50.908
